id,english,dwarf,elf,goblin,human,disambig,pos,noun,verb
3880,taming,ôsust,bibawe,ab,ega,,verb,,present participle
3881,untamed,umäm,etho,ongnor,serec,,adjective,,
3882,burst,instol,ivatha,om,bupe,,verb,,present 1st person
3883,bursts,instol,ivatha,om,bupe,,verb,,present 3rd person
3884,burst,instol,ivatha,om,bupe,,verb,,preterite
3885,burst,instol,ivatha,om,bupe,,verb,,past participle
3886,bursting,instol,ivatha,om,bupe,,verb,,present participle
3887,meteor,kesting,aleni,onsmost,asa,,noun,singular,
3888,meteors,kesting,aleni,onsmost,asa,,noun,plural,
3889,trite,ebbus,mitifì,ngozong,ofi,,adjective,,
3890,trifle,bobet,faqua,et,pastro,,noun,singular,
3891,trifles,bobet,faqua,et,pastro,,noun,plural,
3892,trifling,bobet,faqua,et,pastro,,adjective,,
3893,rank,ong,ùba,ezak,hubos,,adjective,,
3894,rancor,zokgen,ofe,oxas,ijal,,noun,singular,
3895,rancorous,zokgen,ofe,oxas,ijal,,adjective,,
3896,bitterness,räduk,ufithe,zuspu,ikash,,noun,singular,
3897,bitter,räduk,ufithe,zuspu,ikash,,adjective,,
3898,sourness,zunek,alecu,osa,gujom,,noun,singular,
3899,sour,zunek,alecu,osa,gujom,,adjective,,
3900,danger,kezat,eduma,ugot,ases,,noun,singular,
3901,dangers,kezat,eduma,ugot,ases,,noun,plural,
3902,dangerous,kezat,eduma,ugot,ases,,adjective,,
3903,impervious,kadän,derìle,tunar,cucam,,adjective,,
3904,unswerving,sar,inime,asnut,facak,,adjective,,
3905,sway,êlbem,ceye,ustub,nagwa,,verb,,present 1st person
3906,sways,êlbem,ceye,ustub,nagwa,,verb,,present 3rd person
3907,swayed,êlbem,ceye,ustub,nagwa,,verb,,preterite
3908,swayed,êlbem,ceye,ustub,nagwa,,verb,,past participle
3909,swaying,êlbem,ceye,ustub,nagwa,,verb,,present participle
3910,luxury,ertal,salore,slusa,lelgo,,noun,singular,
3911,luxuries,ertal,salore,slusa,lelgo,,noun,plural,
3912,luxurious,ertal,salore,slusa,lelgo,,adjective,,
3913,euphoria,râmol,arí,stost,justras,,noun,singular,
3914,euphoric,râmol,arí,stost,justras,,adjective,,
3915,scintillating,girust,thineli,spasnom,nicast,,adjective,,
3916,scintillate,girust,thineli,spasnom,nicast,,verb,,present 1st person
3917,scintillates,girust,thineli,spasnom,nicast,,verb,,present 3rd person
3918,scintillated,girust,thineli,spasnom,nicast,,verb,,preterite
3919,scintillated,girust,thineli,spasnom,nicast,,verb,,past participle
3920,scintillating,girust,thineli,spasnom,nicast,,verb,,present participle
3921,divine,nabas,mecala,ngungdub,nirno,,adjective,,
3922,divide,lozlok,acira,gâmasm,ralsud,,verb,,present 1st person
3923,divides,lozlok,acira,gâmasm,ralsud,,verb,,present 3rd person
3924,divided,lozlok,acira,gâmasm,ralsud,,verb,,preterite
3925,divided,lozlok,acira,gâmasm,ralsud,,verb,,past participle
3926,dividing,lozlok,acira,gâmasm,ralsud,,verb,,present participle
3927,tainted,ongos,poyife,ûsud,slera,,adjective,,
3928,taint,ongos,poyife,ûsud,slera,,verb,,present 1st person
3929,taints,ongos,poyife,ûsud,slera,,verb,,present 3rd person
3930,tainted,ongos,poyife,ûsud,slera,,verb,,preterite
3931,tainted,ongos,poyife,ûsud,slera,,verb,,past participle
3932,tainting,ongos,poyife,ûsud,slera,,verb,,present participle
3933,corruption,shusug,fadethe,ngot,roth,,noun,singular,
3934,corrupt,shusug,fadethe,ngot,roth,,adjective,,
3935,corrupt,shusug,fadethe,ngot,roth,,verb,,present 1st person
3936,corrupts,shusug,fadethe,ngot,roth,,verb,,present 3rd person
3937,corrupted,shusug,fadethe,ngot,roth,,verb,,preterite
3938,corrupted,shusug,fadethe,ngot,roth,,verb,,past participle
3939,corrupting,shusug,fadethe,ngot,roth,,verb,,present participle
3940,maligned,tongus,mimamu,urar,ceku,,adjective,,
3941,malign,tongus,mimamu,urar,ceku,,verb,,present 1st person
3942,maligns,tongus,mimamu,urar,ceku,,verb,,present 3rd person
3943,maligned,tongus,mimamu,urar,ceku,,verb,,preterite
3944,maligned,tongus,mimamu,urar,ceku,,verb,,past participle
3945,maligning,tongus,mimamu,urar,ceku,,verb,,present participle
3946,malign,tustzal,yeri,dosmu,sathen,,adjective,,
3947,malignant,kùgneb,umathi,tog,sloro,,adjective,,
3948,trust,gamil,thebe,zukod,moñol,,noun,singular,
3949,trust,gamil,thebe,zukod,moñol,,verb,,present 1st person
3950,trusts,gamil,thebe,zukod,moñol,,verb,,present 3rd person
3951,trusted,gamil,thebe,zukod,moñol,,verb,,preterite
3952,trusted,gamil,thebe,zukod,moñol,,verb,,past participle
3953,trusting,gamil,thebe,zukod,moñol,,verb,,plural
3954,distrust,gingim,paca,snadbo,smoh,,noun,singular,
3955,distrust,gingim,paca,snadbo,smoh,,verb,,present 1st person
3956,distrusts,gingim,paca,snadbo,smoh,,verb,,present 3rd person
3957,distrusted,gingim,paca,snadbo,smoh,,verb,,preterite
3958,distrusted,gingim,paca,snadbo,smoh,,verb,,past participle
3959,distrusting,gingim,paca,snadbo,smoh,,verb,,plural
3960,trustworthy,arin,eyi,ubo,emas,,adjective,,
3961,untrustworthy,govûl,manali,oma,amast,,adjective,,
3962,dishonest,vetor,enavé,musla,ussmi,,adjective,,
3963,blight,sharsid,voma,stungo,seroc,,noun,singular,
3964,blights,sharsid,voma,stungo,seroc,,noun,plural,
3965,blighted,sharsid,voma,stungo,seroc,,adjective,,
3966,blight,sharsid,voma,stungo,seroc,,verb,,present 1st person
3967,blights,sharsid,voma,stungo,seroc,,verb,,present 3rd person
3968,blighted,sharsid,voma,stungo,seroc,,verb,,preterite
3969,blighted,sharsid,voma,stungo,seroc,,verb,,past participle
3970,blighting,sharsid,voma,stungo,seroc,,verb,,present participle
3971,cunning,nakis,afi,smosto,citast,,adjective,,
3972,sly,lanir,watótho,gor,juthi,,adjective,,
3973,rustic,ikùl,thatheci,zungspu,momi,,adjective,,
3974,homely,nakbab,ayibi,köngan,tedo,,adjective,,
3975,lonely,nimem,geme,lezos,metu,,adjective,,
3976,lonesome,numol,lepi,osmgu,pujor,,adjective,,
3977,closed,urol,eru,er,adis,,adjective,,
3978,close,urol,eru,er,adis,,verb,,present 1st person
3979,closes,urol,eru,er,adis,,verb,,present 3rd person
3980,closed,urol,eru,er,adis,,verb,,preterite
3981,closed,urol,eru,er,adis,,verb,,past participle
3982,closing,urol,eru,er,adis,,verb,,present participle
3983,ford,atul,romimi,ongslun,jirdo,,noun,singular,
3984,fords,atul,romimi,ongslun,jirdo,,noun,plural,
3985,ford,atul,romimi,ongslun,jirdo,,verb,,present 1st person
3986,fords,atul,romimi,ongslun,jirdo,,verb,,present 3rd person
3987,forded,atul,romimi,ongslun,jirdo,,verb,,preterite
3988,forded,atul,romimi,ongslun,jirdo,,verb,,past participle
3989,fording,atul,romimi,ongslun,jirdo,,verb,,present participle
3990,way,deg,abi,smastre,ukap,,noun,singular,
3991,ways,deg,abi,smastre,ukap,,noun,plural,
3992,wayward,onul,elenú,saz,lestruh,,adjective,,
3993,bandit,ägash,veyico,ozö,litop,,noun,singular,
3994,bandits,ägash,veyico,ozö,litop,,noun,plural,
3995,brigand,bogsosh,tathe,ôsma,ishdem,,noun,singular,
3996,brigands,bogsosh,tathe,ôsma,ishdem,,noun,plural,
3997,monster,ushang,nane,olngö,slodi,,noun,singular,
3998,monsters,ushang,nane,olngö,slodi,,noun,plural,
3999,monstrous,ushang,nane,olngö,slodi,,adjective,,
4000,sense,emal,cereni,zozo,ecsha,,noun,singular,
4001,senses,emal,cereni,zozo,ecsha,,noun,plural,
4002,sensitive,emal,cereni,zozo,ecsha,,adjective,,
4003,sense,emal,cereni,zozo,ecsha,,verb,,present 1st person
4004,senses,emal,cereni,zozo,ecsha,,verb,,present 3rd person
4005,sensed,emal,cereni,zozo,ecsha,,verb,,preterite
4006,sensed,emal,cereni,zozo,ecsha,,verb,,past participle
4007,sensing,emal,cereni,zozo,ecsha,,verb,,present participle
4008,insensitive,ethzuth,nemama,ut,karze,,adjective,,
4009,sensual,gathil,alana,ozä,ula,,adjective,,
4010,odor,kebon,miceli,nusnak,uhos,,noun,singular,
4011,odors,kebon,miceli,nusnak,uhos,,noun,plural,
4012,odorous,kebon,miceli,nusnak,uhos,,adjective,,
4013,malodor,sutung,thato,usngong,slaru,,noun,singular,
4014,malodors,sutung,thato,usngong,slaru,,noun,plural,
4015,malodorous,sutung,thato,usngong,slaru,,adjective,,
4016,ignorance,nizdast,éceti,snuzo,bucsu,,noun,singular,
4017,ignorant,nizdast,éceti,snuzo,bucsu,,adjective,,
4018,ignoble,mimkot,ise,lune,uplesh,,adjective,,
4019,humility,vir,rava,sogo,emmun,,noun,singular,
4020,humble,vir,rava,sogo,emmun,,adjective,,
4021,moral,tumam,nayi,rodaz,cobár,,noun,singular,
4022,morals,tumam,nayi,rodaz,cobár,,noun,plural,
4023,moral,tumam,nayi,rodaz,cobár,,adjective,,
4024,immoral,osstam,nowe,usmstor,soxa,,adjective,,
4025,superior,kulsim,erifi,rasmësp,kera,,adjective,,
4026,inferior,gemis,ecide,strambe,ath,,adjective,,
4027,infinite,êr,cerete,oruk,kolob,,adjective,,
4028,sable,fenok,tuthi,obosp,jubu,,adjective,,
4029,fell,igrish,malethe,slaxu,shádor,,adjective,,
4030,fell,urus,inefa,nuspu,bekat,,noun,singular,
4031,fells,urus,inefa,nuspu,bekat,,noun,plural,
4032,pelt,rodem,cacame,uxo,therset,,noun,singular,
4033,pelts,rodem,cacame,uxo,therset,,noun,plural,
4034,dignity,zengod,iyane,ralu,udir,,noun,singular,
4035,dignified,zengod,iyane,ralu,udir,,adjective,,
4036,undignified,íster,niceÿi,ostge,injit,,adjective,,
4037,indignation,luskal,wiyi,ostzu,sestah,,noun,singular,
4038,right,kìrar,enore,nongnob,nemen,,noun,singular,
4039,rights,kìrar,enore,nongnob,nemen,,noun,plural,
4040,righteous,kìrar,enore,nongnob,nemen,,adjective,,
4041,absolute,ilas,atìle,bok,osa,,adjective,,
7028,drilled,thosbut,ecefe,ruspzuz,arat,routine,verb,,preterite
7029,drilled,thosbut,ecefe,ruspzuz,arat,routine,verb,,past participle
4044,snarl,desis,thithu,arôsp,vicu,,noun,singular,
4045,snarls,desis,thithu,arôsp,vicu,,noun,plural,
4046,snarling,desis,thithu,arôsp,vicu,,adjective,,
4047,snarl,desis,thithu,arôsp,vicu,,verb,,present 1st person
4048,snarls,desis,thithu,arôsp,vicu,,verb,,present 3rd person
4049,snarled,desis,thithu,arôsp,vicu,,verb,,preterite
4050,snarled,desis,thithu,arôsp,vicu,,verb,,past participle
4051,snarling,desis,thithu,arôsp,vicu,,verb,,present participle
4052,loyalty,damèl,oyéle,ezusp,omosh,,noun,singular,
4053,loyal,damèl,oyéle,ezusp,omosh,,adjective,,
4054,disloyalty,assog,ori,tode,pogast,,noun,singular,
4055,disloyal,assog,ori,tode,pogast,,adjective,,
4056,help,usen,pavi,xusp,sudem,,noun,singular,
4057,helpful,usen,pavi,xusp,sudem,,adjective,,
4058,help,usen,pavi,xusp,sudem,,verb,,present 1st person
4059,helps,usen,pavi,xusp,sudem,,verb,,present 3rd person
4060,helped,usen,pavi,xusp,sudem,,verb,,preterite
4061,helped,usen,pavi,xusp,sudem,,verb,,past participle
4062,helping,usen,pavi,xusp,sudem,,verb,,present participle
4063,friend,babin,ramana,usnub,oled,,noun,singular,
4064,friends,babin,ramana,usnub,oled,,noun,plural,
4065,friendly,babin,ramana,usnub,oled,,adjective,,
4066,courtesy,tustem,mirathi,ûn,thabi,,noun,singular,
4067,courtesies,tustem,mirathi,ûn,thabi,,noun,plural,
4068,courteous,tustem,mirathi,ûn,thabi,,adjective,,
4069,cheerful,debben,firilì,ûst,ñerib,,adjective,,
4070,thrift,kabat,íÿímo,lubsem,ilosp,,noun,singular,
4071,thrifty,kabat,íÿímo,lubsem,ilosp,,adjective,,
4072,bravery,âtast,imase,rukku,egu,,noun,singular,
4073,brave,âtast,imase,rukku,egu,,adjective,,
4074,brave,âtast,imase,rukku,egu,,verb,,present 1st person
4075,braves,âtast,imase,rukku,egu,,verb,,present 3rd person
4076,braved,âtast,imase,rukku,egu,,verb,,preterite
4077,braved,âtast,imase,rukku,egu,,verb,,past participle
4078,braving,âtast,imase,rukku,egu,,verb,,present participle
4079,reverence,ebal,fiya,espbo,zicab,,noun,singular,
4080,reverences,ebal,fiya,espbo,zicab,,noun,plural,
4081,revered,ebal,fiya,espbo,zicab,,adjective,,
4082,revere,ebal,fiya,espbo,zicab,,verb,,present 1st person
4083,reveres,ebal,fiya,espbo,zicab,,verb,,present 3rd person
4084,revered,ebal,fiya,espbo,zicab,,verb,,preterite
4085,revered,ebal,fiya,espbo,zicab,,verb,,past participle
4086,revering,ebal,fiya,espbo,zicab,,verb,,present participle
4087,veneration,lanzil,obe,oka,onuth,,noun,singular,
4088,venerable,lanzil,obe,oka,onuth,,adjective,,
4089,venerate,lanzil,obe,oka,onuth,,verb,,present 1st person
4090,venerates,lanzil,obe,oka,onuth,,verb,,present 3rd person
4091,venerated,lanzil,obe,oka,onuth,,verb,,preterite
4092,venerated,lanzil,obe,oka,onuth,,verb,,past participle
4093,venerating,lanzil,obe,oka,onuth,,verb,,present participle
4094,salute,belar,risa,dungo,ejem,,noun,singular,
4095,salutes,belar,risa,dungo,ejem,,noun,plural,
4096,salute,belar,risa,dungo,ejem,,verb,,present 1st person
4097,salutes,belar,risa,dungo,ejem,,verb,,present 3rd person
4098,saluted,belar,risa,dungo,ejem,,verb,,preterite
4099,saluted,belar,risa,dungo,ejem,,verb,,past participle
4100,saluting,belar,risa,dungo,ejem,,verb,,present participle
4101,nation,solam,mememi,ust,mong,,noun,singular,
4102,nations,solam,mememi,ust,mong,,noun,plural,
4103,national,solam,mememi,ust,mong,,adjective,,
4104,drink,ór,vafice,dôrku,dirlu,,noun,singular,
4105,drinks,ór,vafice,dôrku,dirlu,,noun,plural,
4106,drink,ór,vafice,dôrku,dirlu,,verb,,present 1st person
4107,drinks,ór,vafice,dôrku,dirlu,,verb,,present 3rd person
4108,drank,ór,vafice,dôrku,dirlu,,verb,,preterite
4109,drunken,ór,vafice,dôrku,dirlu,,verb,,past participle
4110,drinking,ór,vafice,dôrku,dirlu,,verb,,present participle
4111,consideration,nucam,icifa,ûxo,telsta,,noun,singular,
4112,considerate,nucam,icifa,ûxo,telsta,,adjective,,
4113,convenience,letom,aqueve,gol,rafeb,,noun,singular,
4114,conveniences,letom,aqueve,gol,rafeb,,noun,plural,
4115,convenient,letom,aqueve,gol,rafeb,,adjective,,
4116,inconsiderate,mengthul,fímu,od,olud,,adjective,,
4117,inconvenience,thêmnol,íneri,sturo,ulmog,,noun,singular,
4118,inconveniences,thêmnol,íneri,sturo,ulmog,,noun,plural,
4119,inconvenient,thêmnol,íneri,sturo,ulmog,,adjective,,
4120,continent,linòn,fevíla,slaku,ero,,noun,singular,
4121,continents,linòn,fevíla,slaku,ero,,noun,plural,
4122,flight,vuthil,ilama,xusmasm,soña,,noun,singular,
4123,flights,vuthil,ilama,xusmasm,soña,,noun,plural,
4124,flighty,rersîr,thethi,umsma,secik,,adjective,,
4125,gilded,oltar,caci,xosna,kamde,,adjective,,
4126,gild,oltar,caci,xosna,kamde,,verb,,present 1st person
4127,gilds,oltar,caci,xosna,kamde,,verb,,present 3rd person
4128,gilt,oltar,caci,xosna,kamde,,verb,,preterite
4129,gilt,oltar,caci,xosna,kamde,,verb,,past participle
4130,gilding,oltar,caci,xosna,kamde,,verb,,present participle
4131,guild,domas,refi,ät,hibor,,noun,singular,
4132,guilds,domas,refi,ät,hibor,,noun,plural,
4133,merchant,asmel,ficemi,muk,hathur,,noun,singular,
4134,merchants,asmel,ficemi,muk,hathur,,noun,plural,
4135,trade,nish,lathì,otsmor,batow,,noun,singular,
4136,trades,nish,lathì,otsmor,batow,,noun,plural,
4137,trade,nish,lathì,otsmor,batow,,verb,,present 1st person
4138,trades,nish,lathì,otsmor,batow,,verb,,present 3rd person
4139,traded,nish,lathì,otsmor,batow,,verb,,preterite
4140,traded,nish,lathì,otsmor,batow,,verb,,past participle
4141,trading,nish,lathì,otsmor,batow,,verb,,present participle
4142,plait,mamot,erare,gon,aspa,,noun,singular,
4143,plaits,mamot,erare,gon,aspa,,noun,plural,
4144,plaited,mamot,erare,gon,aspa,,adjective,,
4145,plait,mamot,erare,gon,aspa,,verb,,present 1st person
4146,plaits,mamot,erare,gon,aspa,,verb,,present 3rd person
4147,plaited,mamot,erare,gon,aspa,,verb,,preterite
4148,plaited,mamot,erare,gon,aspa,,verb,,past participle
4149,plaiting,mamot,erare,gon,aspa,,verb,,present participle
4150,braid,nakuth,quali,bûku,bugi,,noun,singular,
4151,braids,nakuth,quali,bûku,bugi,,noun,plural,
4152,braided,nakuth,quali,bûku,bugi,,adjective,,
4153,braid,nakuth,quali,bûku,bugi,,verb,,present 1st person
4154,braids,nakuth,quali,bûku,bugi,,verb,,present 3rd person
4155,braided,nakuth,quali,bûku,bugi,,verb,,preterite
4156,braided,nakuth,quali,bûku,bugi,,verb,,past participle
4157,braiding,nakuth,quali,bûku,bugi,,verb,,present participle
4158,pleat,udist,tefe,ngasmä,iki,,noun,singular,
4159,pleats,udist,tefe,ngasmä,iki,,noun,plural,
4160,pleated,udist,tefe,ngasmä,iki,,adjective,,
4161,pleat,udist,tefe,ngasmä,iki,,verb,,present 1st person
4162,pleats,udist,tefe,ngasmä,iki,,verb,,present 3rd person
4163,pleated,udist,tefe,ngasmä,iki,,verb,,preterite
4164,pleated,udist,tefe,ngasmä,iki,,verb,,past participle
4165,pleating,udist,tefe,ngasmä,iki,,verb,,present participle
4166,fold,ost,ofa,logu,gib,,noun,singular,
4167,folds,ost,ofa,logu,gib,,noun,plural,
4168,folded,ost,ofa,logu,gib,,adjective,,
4169,fold,ost,ofa,logu,gib,,verb,,present 1st person
4170,folds,ost,ofa,logu,gib,,verb,,present 3rd person
4171,folded,ost,ofa,logu,gib,,verb,,preterite
4172,folded,ost,ofa,logu,gib,,verb,,past participle
4173,folding,ost,ofa,logu,gib,,verb,,present participle
4174,bunion,shadust,betava,snosnu,wewtuk,,noun,singular,
4175,bunions,shadust,betava,snosnu,wewtuk,,noun,plural,
4176,uncommon,morus,ileca,okung,nuto,,adjective,,
4177,rare,akrel,cicane,zoslasp,uler,,adjective,,
4178,scarce,kith,éfi,espuz,isel,,adjective,,
4179,remarkable,bomel,vemi,usto,arus,,adjective,,
4180,unremarkable,orngim,ifó,botu,jamol,,adjective,,
4181,solitary,ngubmul,themi,ostuz,oquil,,adjective,,
4182,bend,mat,thiyo,asu,puja,,noun,singular,
4183,bends,mat,thiyo,asu,puja,,noun,plural,
4184,bent,mat,thiyo,asu,puja,,adjective,,
4185,bend,mat,thiyo,asu,puja,,verb,,present 1st person
4186,bends,mat,thiyo,asu,puja,,verb,,present 3rd person
4187,bent,mat,thiyo,asu,puja,,verb,,preterite
4188,bent,mat,thiyo,asu,puja,,verb,,past participle
4189,bending,mat,thiyo,asu,puja,,verb,,present participle
4190,blame,nulom,abama,ragu,shen,,noun,singular,
4191,blames,nulom,abama,ragu,shen,,noun,plural,
4192,blame,nulom,abama,ragu,shen,,verb,,present 1st person
4193,blames,nulom,abama,ragu,shen,,verb,,present 3rd person
4194,blamed,nulom,abama,ragu,shen,,verb,,preterite
4195,blamed,nulom,abama,ragu,shen,,verb,,past participle
4196,blaming,nulom,abama,ragu,shen,,verb,,present participle
4197,blameless,ustan,nanina,zamû,olat,,adjective,,
4198,twig,buzat,aye,use,ak,,noun,singular,
4199,twigs,buzat,aye,use,ak,,noun,plural,
4200,girder,thob,ceni,omkut,gulo,,noun,singular,
4201,girders,thob,ceni,omkut,gulo,,noun,plural,
4202,truss,tilesh,irecu,ngotoz,asthi,,noun,singular,
4203,trusses,tilesh,irecu,ngotoz,asthi,,noun,plural,
4204,trussed,tilesh,irecu,ngotoz,asthi,,adjective,,
4205,truss,tilesh,irecu,ngotoz,asthi,,verb,,present 1st person
4206,trusses,tilesh,irecu,ngotoz,asthi,,verb,,present 3rd person
4207,trussed,tilesh,irecu,ngotoz,asthi,,verb,,preterite
4208,trussed,tilesh,irecu,ngotoz,asthi,,verb,,past participle
4209,trussing,tilesh,irecu,ngotoz,asthi,,verb,,present participle
4210,skewer,gecast,viye,asmu,istpi,,noun,singular,
4211,skewers,gecast,viye,asmu,istpi,,noun,plural,
4212,skewered,gecast,viye,asmu,istpi,,adjective,,
4213,skewer,gecast,viye,asmu,istpi,,verb,,present 1st person
4214,skewers,gecast,viye,asmu,istpi,,verb,,present 3rd person
4215,skewered,gecast,viye,asmu,istpi,,verb,,preterite
4216,skewered,gecast,viye,asmu,istpi,,verb,,past participle
4217,skewering,gecast,viye,asmu,istpi,,verb,,present participle
4218,sculpture,aran,cerethe,osplu,uthra,,noun,singular,
4219,sculptures,aran,cerethe,osplu,uthra,,noun,plural,
4220,sculpted,aran,cerethe,osplu,uthra,,adjective,,
4221,sculpt,aran,cerethe,osplu,uthra,,verb,,present 1st person
4222,sculpts,aran,cerethe,osplu,uthra,,verb,,present 3rd person
4223,sculpted,aran,cerethe,osplu,uthra,,verb,,preterite
4224,sculpted,aran,cerethe,osplu,uthra,,verb,,past participle
4225,sculpting,aran,cerethe,osplu,uthra,,verb,,present participle
4226,tress,stëlmith,ìmimi,tudo,tiqua,,noun,singular,
4227,tresses,stëlmith,ìmimi,tudo,tiqua,,noun,plural,
4228,tressed,stëlmith,ìmimi,tudo,tiqua,,adjective,,
7023,drilling,monang,weni,oslar,strul,bore,verb,,present participle
7030,drilling,thosbut,ecefe,ruspzuz,arat,routine,verb,,present participle
4231,curl,amem,ewirè,ose,luki,,noun,singular,
4232,curls,amem,ewirè,ose,luki,,noun,plural,
4233,curled,amem,ewirè,ose,luki,,adjective,,
4234,curl,amem,ewirè,ose,luki,,verb,,present 1st person
4235,curls,amem,ewirè,ose,luki,,verb,,present 3rd person
4236,curled,amem,ewirè,ose,luki,,verb,,preterite
4237,curled,amem,ewirè,ose,luki,,verb,,past participle
4238,curling,amem,ewirè,ose,luki,,verb,,present participle
4239,tuft,kasben,thalú,stez,thuthu,,noun,singular,
4240,tufts,kasben,thalú,stez,thuthu,,noun,plural,
4241,tufted,kasben,thalú,stez,thuthu,,adjective,,
